provider,transcript,wer,semantic_wer,entity_accuracy,latency,success,error
speechmatics,"Can you tell me a little bit more about the sewel difference ? I hear the commercials on the radio all the time , but I'm not really sure what makes it so special",0.030303030303030304,0.030303030303030304,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 1060.6378999982553, ""final_ms"": 0, ""total_ms"": 15021.470000003319}",True,
speechmatics,"Where exactly are you guys located ? I know you have a few different branches around the city , but I'm looking for the one closest to the downtown area",0.0,0.0,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 971.3222999998834, ""final_ms"": 0, ""total_ms"": 13610.250199999427}",True,
speechmatics,"Listen , I've been talking to this robot for five minutes , and I just want to speak to a real person . Can you please transfer me to a human representative",0.0,0.0,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 1318.9966999998433, ""final_ms"": 0, ""total_ms"": 15120.40160000106}",True,
speechmatics,"No , I think that just about covers everything I needed to know . That's all for today . Thanks so much for all your help . I really appreciate it",0.0,0.0,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 1308.8958000007551, ""final_ms"": 0, ""total_ms"": 14619.986800000333}",True,
gladia,Hello there. I was hoping you could help me out with a couple of questions I have about- Your services. I've been trying to reach someone all morning.,0.0,0.0,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 850.7824999978766, ""final_ms"": 0, ""total_ms"": 12401.113399999304}",True,
gladia,This is actually my first time bringing my vehicle to Sewell. A friend of mine recommended you guys because he said the customer service Thanks for...,0.11538461538461539,0.11538461538461539,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 931.4042999976664, ""final_ms"": 0, ""total_ms"": 13030.2225000014}",True,
gladia,I don't have an account with you guys yet. So I think we might need to set one up from scratch. I just bought the car used from a private seller. Last,0.029411764705882353,0.029411764705882353,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 864.1199000012421, ""final_ms"": 0, ""total_ms"": 15120.311100003164}",True,
gladia,Sure. My name is Sarah Connor. That's Sarah with an A. H and Connor is C-O-N-N-O-R. you I should be an ecosystem from a...,0.28125,0.28125,"{""total"": 1, ""matched"": 1, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 1549.2060000033234, ""final_ms"": 0, ""total_ms"": 16320.432300002722}",True,
gladia,"I'm calling about my account, but it's actually under my husband's name. It's under Michael Scott. And the phone number on file? or should be.",0.1,0.1,"{""total"": 1, ""matched"": 1, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 959.4780000006722, ""final_ms"": 0, ""total_ms"": 13922.595800002455}",True,
gladia,"Actually, I recently moved across the state, so my My preferred location is Dallas now, instead of Austin. Could you go ahead and update that on my profile?",0.037037037037037035,0.037037037037037035,"{""total"": 1, ""matched"": 1, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 851.6140000028827, ""final_ms"": 0, ""total_ms"": 15919.372100001056}",True,
gladia,"I really need to schedule a synthetic oil change and a tire rotation. rotation for my 2022 lexus rx It just hit 30,000 miles.",0.08333333333333333,0.08333333333333333,"{""total"": 4, ""matched"": 3, ""score"": 75.0, ""missing"": [""twenty twenty two""]}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 2435.142000002088, ""final_ms"": 0, ""total_ms"": 16026.017600001069}",True,
gladia,I'd like to book some routine maintenance for my Ford. It's been making this really weird squeaking noise. every time I apply the brakes. Goin',0.07142857142857142,0.07142857142857142,"{""total"": 2, ""matched"": 2, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 915.0831999977527, ""final_ms"": 0, ""total_ms"": 14514.053599999897}",True,
gladia,"The vehicle in question is a 2016 diesel model. It's an F-250 Super Duty, and it takes about 13 minutes to get to the base. Team of cool",0.3333333333333333,0.3333333333333333,"{""total"": 1, ""matched"": 0, ""score"": 0.0, ""missing"": [""two thousand sixteen""]}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 827.0735000005516, ""final_ms"": 0, ""total_ms"": 12717.16120000201}",True,
gladia,"I was thinking, I'll bring it in this Friday. at 10am If that time is completely booked up... I can probably do Thursday afternoon around three. Insta",0.034482758620689655,0.034482758620689655,"{""total"": 1, ""matched"": 0, ""score"": 0.0, ""missing"": [""this Friday at ten AM""]}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 877.4386000004597, ""final_ms"": 0, ""total_ms"": 17103.941200002737}",True,
gladia,"Yes, I will definitely need a loaner vehicle. My wife took our other car out of town for the weekend. So I have absolutely no other way to get to be.",0.0625,0.0625,"{""total"": 1, ""matched"": 1, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 933.6694000012358, ""final_ms"": 0, ""total_ms"": 15315.371400000004}",True,
gladia,"Actually, if it's only going to take an hour or two... I'll just wait at the dealership. I brought my laptop so I can just- Cut your bonsome emails",0.2,0.2,"{""total"": 1, ""matched"": 1, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 1666.3718999989214, ""final_ms"": 0, ""total_ms"": 15422.965800000384}",True,
gladia,"Something just came up at work, so can we change my appointment? to 2 p.m. My morning meeting got pushed back. And now I have a massive conflict.",0.07142857142857142,0.07142857142857142,"{""total"": 1, ""matched"": 0, ""score"": 0.0, ""missing"": [""two PM""]}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 873.7266999996791, ""final_ms"": 0, ""total_ms"": 13816.919200002303}",True,
gladia,I'm going to have to push my service back to next Tuesday. My kids got sick and I can't leave the house today. Does next Tuesday morning work?,0.09090909090909091,0.09090909090909091,"{""total"": 1, ""matched"": 1, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 1327.662200001214, ""final_ms"": 0, ""total_ms"": 14514.495400002488}",True,
gladia,Do you guys happen to have a collision center on site? I was rear-ended at a stoplight yesterday. And the bumper is completely dented in.,0.0,0.0,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 1152.3477000009734, ""final_ms"": 0, ""total_ms"": 13229.922700000316}",True,
gladia,I was looking online and couldn't find the answer to this. But what exactly is your policy on parts warranties? Do they cover labor costs if the part fails prematurely?,0.0,0.0,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 2968.5439999993832, ""final_ms"": 0, ""total_ms"": 16210.927600001014}",True,
gladia,Can you tell me a little bit more about the Sewell difference? I hear the commercials on the radio all the time. But I'm not really sure what makes it so special.,0.0,0.0,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 960.9508000030473, ""final_ms"": 0, ""total_ms"": 15020.062300001882}",True,
gladia,Where exactly are you guys located? I know you have a few different branches around the city. But I'm looking for the one closest to the downtown.,0.034482758620689655,0.034482758620689655,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 914.1947999996773, ""final_ms"": 0, ""total_ms"": 13622.309099999256}",True,
gladia,"Listen, I've been talking to this robot for five minutes. And I just want to speak to a real person. Can you please transfer me to a human representative?",0.0,0.0,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 1004.0627000016684, ""final_ms"": 0, ""total_ms"": 15100.752800000919}",True,
gladia,"No, I think that just about covers everything I needed to know. That's all for today. Thanks so much for all your help. I will",0.10714285714285714,0.10714285714285714,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 1449.4555999990553, ""final_ms"": 0, ""total_ms"": 14613.257900000463}",True,
google_public,I was hoping you could help me out with a couple of questions I have about your services I've been trying to reach someone or morning,0.10344827586206896,0.10344827586206896,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 2788.479400001961, ""final_ms"": 0, ""total_ms"": 14191.226899998583}",True,
google_public,this is actually my first time bringing music customer service was fantastic,0.5769230769230769,0.5769230769230769,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 2442.1683000000485, ""final_ms"": 0, ""total_ms"": 14443.14420000228}",True,
google_public,I don't have an account with you guys yet so I think I need to set one up from scratch I just want to call used from a private server last week,0.17647058823529413,0.17647058823529413,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 3437.2715999998036, ""final_ms"": 0, ""total_ms"": 17543.10070000065}",True,
google_public,,1.0,1.0,"{""total"": 1, ""matched"": 0, ""score"": 0.0, ""missing"": [""Sarah Connor""]}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 1531.9881000032183, ""final_ms"": 0, ""total_ms"": 16837.625399999524}",True,
google_public,I am calling about my account my husband's name is under microscope in the phone number on Fire should be his so,0.36666666666666664,0.36666666666666664,"{""total"": 1, ""matched"": 0, ""score"": 0.0, ""missing"": [""Michael Scott""]}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 2969.228900001326, ""final_ms"": 0, ""total_ms"": 15878.375699998287}",True,
google_public,summer food nutrition is there was no instead of hostel could you go ahead and update on my profile,0.5925925925925926,0.5925925925925926,"{""total"": 1, ""matched"": 0, ""score"": 0.0, ""missing"": [""Dallas""]}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 3105.4509000023245, ""final_ms"": 0, ""total_ms"": 18014.333799997985}",True,
google_public,we need to schedule for my 2022 versus RCS you just have 30000 miles yesterday,0.5833333333333334,0.5833333333333334,"{""total"": 4, ""matched"": 0, ""score"": 0.0, ""missing"": [""oil change"", ""twenty twenty two"", ""Lexus"", ""RX""]}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 3742.1793999965303, ""final_ms"": 0, ""total_ms"": 18745.260200001212}",True,
google_public,I want to book simultaneous for my phone it's been making this really weird speaking boys every time I apply the brakes going down,0.32142857142857145,0.32142857142857145,"{""total"": 2, ""matched"": 0, ""score"": 0.0, ""missing"": [""maintenance"", ""Ford""]}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 3129.188200000499, ""final_ms"": 0, ""total_ms"": 16644.473899999866}",True,
google_public,Videocon customer,1.0,1.0,"{""total"": 1, ""matched"": 0, ""score"": 0.0, ""missing"": [""two thousand sixteen""]}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 1686.321199998929, ""final_ms"": 0, ""total_ms"": 13391.356799998903}",True,
google_public,open this Friday at 10:00 a.m. to start timer,0.8620689655172413,0.8620689655172413,"{""total"": 1, ""matched"": 0, ""score"": 0.0, ""missing"": [""this Friday at ten AM""]}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 2849.2585999993025, ""final_ms"": 0, ""total_ms"": 18954.12209999995}",True,
google_public,yes I would definitely need a lot of you call my wife daughter for the weekend so I have absolutely no other way to get to the office,0.375,0.375,"{""total"": 1, ""matched"": 1, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 3401.7151999978523, ""final_ms"": 0, ""total_ms"": 17718.7425000011}",True,
google_public,actually if it's only going to take an hour to all just waited to do worship I block my laptop so I can just casual pant some emails in the world,0.37142857142857144,0.37142857142857144,"{""total"": 1, ""matched"": 0, ""score"": 0.0, ""missing"": [""wait at the dealership""]}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 3182.180799998605, ""final_ms"": 0, ""total_ms"": 17583.850099999836}",True,
google_public,some interesting work so can we change my appointment to 2:00 p.m. my morning meeting I have a massive conflict,0.4642857142857143,0.4642857142857143,"{""total"": 1, ""matched"": 0, ""score"": 0.0, ""missing"": [""two PM""]}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 3119.673500001227, ""final_ms"": 0, ""total_ms"": 15921.185600000172}",True,
google_public,I am going to have to push my service back to make Tuesday market today morning walk free dance,0.5757575757575758,0.5757575757575758,"{""total"": 1, ""matched"": 0, ""score"": 0.0, ""missing"": [""next Tuesday""]}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 3048.502699999517, ""final_ms"": 0, ""total_ms"": 16549.792400001024}",True,
google_public,you can also on site I was really stop what yesterday in the bumper is completed today,0.6538461538461539,0.6538461538461539,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 2661.9066999992356, ""final_ms"": 0, ""total_ms"": 14867.453700000624}",True,
google_public,I was looking online and couldn't find the answer to this what exactly is your policy on personalities to recover labour costs before actually,0.3548387096774194,0.3548387096774194,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 4516.287200000079, ""final_ms"": 0, ""total_ms"": 19723.499199997605}",True,
google_public,can you tell me a little bit more about the so beautiful commercials on the radio all the time but I'm not really sure what makes it so special,0.15151515151515152,0.15151515151515152,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 3183.31820000094, ""final_ms"": 0, ""total_ms"": 17188.166799998726}",True,
google_public,where exactly are you guys located I know you have a beautiful branches around the city but I am looking for the one courses to the Downtown area,0.10344827586206896,0.10344827586206896,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 3142.080800000258, ""final_ms"": 0, ""total_ms"": 15744.849700000486}",True,
google_public,I've been talking to this robot for 5 minutes and I just want to speak to a real person can you please transformation of,0.23333333333333334,0.23333333333333334,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 2388.3978000012576, ""final_ms"": 0, ""total_ms"": 16489.381700001104}",True,
google_public,no I think that just about covers everything I need to know that's all for today thank you so much for all your help I really appreciate it,0.10714285714285714,0.10714285714285714,"{""total"": 0, ""matched"": 0, ""score"": 100.0, ""missing"": []}","{""connect_ms"": 0, ""first_partial_ms"": 0, ""ttfs_ms"": 3184.165099999518, ""final_ms"": 0, ""total_ms"": 16795.131500002753}",True,
